0, 1554, 946
0, 1239, 1261
0, 1013, 1487
0, 779, 1721
0, 627, 1873
0, 502, 1998
0, 409, 2091
0, 327, 2173
0, 263, 2237
0, 213, 2287
0, 167, 2333
0, 125, 2375
0, 102, 2398
0, 85, 2415
0, 70, 2430
0, 56, 2444
0, 48, 2452
0, 34, 2466
0, 24, 2476
0, 18, 2482
0, 13, 2487
0, 10, 2490
0, 7, 2493
0, 5, 2495
0, 5, 2495
0, 5, 2495
0, 3, 2497
0, 3, 2497
0, 3, 2497
0, 1, 2499
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
0, 0, 2500
