825, 0, 1675
895, 0, 1605
943, 0, 1557
980, 0, 1520
1009, 0, 1491
1030, 0, 1470
1057, 0, 1443
1072, 0, 1428
1087, 0, 1413
1095, 0, 1405
1102, 0, 1398
1109, 0, 1391
1113, 0, 1387
1118, 0, 1382
1121, 0, 1379
1127, 0, 1373
1132, 0, 1368
1136, 0, 1364
1137, 0, 1363
1140, 0, 1360
1142, 0, 1358
1143, 0, 1357
1144, 0, 1356
1148, 0, 1352
1150, 0, 1350
1154, 0, 1346
1155, 0, 1345
1157, 0, 1343
1158, 0, 1342
1159, 0, 1341
1159, 0, 1341
1160, 0, 1340
1160, 0, 1340
1160, 0, 1340
1161, 0, 1339
1164, 0, 1336
1165, 0, 1335
1165, 0, 1335
1165, 0, 1335
1165, 0, 1335
1165, 0, 1335
1166, 0, 1334
1166, 0, 1334
1166, 0, 1334
1168, 0, 1332
1168, 0, 1332
1168, 0, 1332
1168, 0, 1332
1169, 0, 1331
1169, 0, 1331
1169, 0, 1331
1169, 0, 1331
1169, 0, 1331
1169, 0, 1331
1169, 0, 1331
1169, 0, 1331
1169, 0, 1331
1170, 0, 1330
1171, 0, 1329
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1172, 0, 1328
1173, 0, 1327
1173, 0, 1327
1173, 0, 1327
1173, 0, 1327
1173, 0, 1327
1173, 0, 1327
1173, 0, 1327
