24, 1873, 603
2, 1509, 989
1, 1239, 1260
1, 988, 1511
1, 774, 1725
2, 621, 1877
4, 506, 1990
7, 403, 2090
8, 328, 2164
12, 265, 2223
14, 194, 2292
19, 164, 2317
27, 131, 2342
35, 106, 2359
46, 80, 2374
64, 65, 2371
76, 46, 2378
126, 37, 2337
170, 28, 2302
226, 23, 2251
280, 13, 2207
352, 8, 2140
425, 8, 2067
508, 9, 1983
598, 8, 1894
675, 4, 1821
787, 4, 1709
865, 4, 1631
974, 4, 1522
1073, 3, 1424
1171, 2, 1327
1266, 7, 1227
1369, 8, 1123
1450, 14, 1036
1525, 19, 956
1554, 61, 885
1574, 105, 821
1603, 117, 780
1609, 116, 775
1594, 162, 744
1544, 206, 750
1416, 324, 760
1062, 614, 824
814, 750, 936
577, 837, 1086
357, 902, 1241
252, 838, 1410
192, 746, 1562
161, 639, 1700
160, 552, 1788
166, 458, 1876
196, 391, 1913
232, 347, 1921
260, 299, 1941
300, 264, 1936
379, 238, 1883
426, 215, 1859
505, 202, 1793
557, 228, 1715
614, 251, 1635
636, 289, 1575
676, 310, 1514
678, 363, 1459
662, 404, 1434
706, 382, 1412
685, 422, 1393
655, 457, 1388
625, 447, 1428
608, 433, 1459
599, 441, 1460
555, 464, 1481
538, 461, 1501
495, 467, 1538
466, 482, 1552
472, 463, 1565
473, 466, 1561
465, 460, 1575
415, 477, 1608
407, 457, 1636
392, 458, 1650
373, 440, 1687
348, 450, 1702
339, 421, 1740
366, 382, 1752
363, 377, 1760
413, 345, 1742
454, 317, 1729
487, 298, 1715
536, 294, 1670
589, 295, 1616
610, 331, 1559
585, 372, 1543
550, 430, 1520
534, 442, 1524
513, 441, 1546
511, 429, 1560
509, 430, 1561
508, 415, 1577
478, 436, 1586
466, 446, 1588
455, 436, 1609
420, 457, 1623
395, 487, 1618
389, 458, 1653
400, 429, 1671
413, 399, 1688
405, 403, 1692
410, 389, 1701
441, 377, 1682
488, 350, 1662
519, 341, 1640
571, 319, 1610
604, 325, 1571
626, 335, 1539
643, 330, 1527
661, 356, 1483
636, 401, 1463
601, 436, 1463
543, 481, 1476
480, 513, 1507
447, 489, 1564
443, 479, 1578
423, 452, 1625
416, 450, 1634
418, 411, 1671
430, 385, 1685
426, 373, 1701
466, 337, 1697
518, 323, 1659
557, 331, 1612
579, 357, 1564
597, 366, 1537
601, 358, 1541
575, 381, 1544
562, 378, 1560
540, 357, 1603
531, 367, 1602
514, 393, 1593
498, 399, 1603
508, 397, 1595
498, 407, 1595
518, 381, 1601
502, 407, 1591
494, 409, 1597
484, 408, 1608
462, 435, 1603
477, 419, 1604
492, 406, 1602
493, 392, 1615
531, 371, 1598
566, 374, 1560
562, 396, 1542
539, 423, 1538
483, 450, 1567
470, 463, 1567
437, 471, 1592
409, 480, 1611
398, 471, 1631
384, 459, 1657
389, 428, 1683
399, 406, 1695
414, 365, 1721
414, 346, 1740
428, 333, 1739
469, 332, 1699
524, 333, 1643
575, 329, 1596
593, 336, 1571
603, 370, 1527
578, 400, 1522
560, 424, 1516
542, 442, 1516
492, 472, 1536
455, 487, 1558
431, 498, 1571
421, 462, 1617
412, 463, 1625
405, 452, 1643
400, 433, 1667
402, 429, 1669
413, 399, 1688
384, 452, 1664
378, 448, 1674
381, 435, 1684
362, 431, 1707
364, 416, 1720
366, 394, 1740
380, 372, 1748
391, 368, 1741
423, 344, 1733
410, 368, 1722
424, 341, 1735
463, 311, 1726
503, 305, 1692
549, 310, 1641
605, 303, 1592
648, 292, 1560
659, 309, 1532
656, 358, 1486
662, 367, 1471
661, 379, 1460
595, 438, 1467
568, 437, 1495
522, 460, 1518
464, 499, 1537
425, 488, 1587
396, 477, 1627
391, 464, 1645
388, 451, 1661
401, 420, 1679
411, 407, 1682
405, 420, 1675
416, 410, 1674
404, 403, 1693
444, 377, 1679
472, 365, 1663
487, 378, 1635
496, 387, 1617
484, 396, 1620
445, 423, 1632
442, 420, 1638
462, 415, 1623
497, 413, 1590
491, 425, 1584
485, 408, 1607
485, 411, 1604
484, 391, 1625
437, 420, 1643
450, 421, 1629
464, 400, 1636
461, 411, 1628
471, 403, 1626
500, 394, 1606
490, 391, 1619
497, 390, 1613
499, 385, 1616
538, 372, 1590
560, 357, 1583
598, 358, 1544
580, 389, 1531
588, 402, 1510
553, 449, 1498
508, 477, 1515
459, 496, 1545
452, 482, 1566
420, 497, 1583
364, 491, 1645
364, 469, 1667
367, 465, 1668
377, 453, 1670
388, 422, 1690
420, 365, 1715
460, 350, 1690
498, 341, 1661
508, 353, 1639
515, 360, 1625
514, 384, 1602
519, 404, 1577
485, 425, 1590
484, 427, 1589
490, 448, 1562
468, 463, 1569
452, 447, 1601
434, 447, 1619
435, 427, 1638
420, 432, 1648
424, 433, 1643
452, 401, 1647
458, 385, 1657
471, 359, 1670
491, 347, 1662
522, 334, 1644
550, 344, 1606
548, 372, 1580
541, 398, 1561
530, 404, 1566
509, 439, 1552
502, 431, 1567
532, 405, 1563
531, 416, 1553
546, 403, 1551
546, 403, 1551
549, 403, 1548
572, 384, 1544
603, 383, 1514
612, 395, 1493
614, 401, 1485
559, 428, 1513
526, 435, 1539
471, 453, 1576
461, 441, 1598
457, 421, 1622
476, 399, 1625
481, 367, 1652
522, 344, 1634
551, 343, 1606
589, 349, 1562
603, 373, 1524
620, 385, 1495
583, 453, 1464
